OBJECTID,SubmitterOrganization,SubmitterPerson,Collector,InstitutionCode,CollectionCode,BasisOfRecord,CatalogNumber,Source,Genus,SubGenus,Species,ScientificName,IdentifiedBy,IdentificationMethod,VerbatimCollectingDate,TimeCollected,DecimalLatitude,EarliestDateCollected,LatestDateCollected,DecimalLongitude,CoordinateUncertaintyInMeters,Country,StateProvince,County,Locality,VerbatimCoordinates,VerbatimLatitude,VerbatimLongitude,IndividualCount,Sex,LifeStage,Remarks,CollectingMethod,LarvalHabitatType,AssociatedParasite,NumberParasitePositive,IdentificationMethodForParasite,NumberSpecimensParasiteTested,ParasiteTestedBy,EarliestYearCollected,EarliestMonthCollected,x,y
1571967,USAMRD-G,MAJ Drew Reinbold-Wasson,tc,USAMRD-G,20KUT02-0904.02,Human observation,,GEIS P0031_19_GA_06.01 - VBD,Aedes,Ochlerotatus,caspius,Aedes (Och.) caspius,TC,DNA,2020-09-04T05:09:13.887Z,909,42.234624,9/4/2020 12:00:00 AM,9/4/2020 12:00:00 AM,42.716743,9,Georgia,Imereti,Kutaisi City,3rd Infantry Brigade Kutaisi,"42.23462349, 42.71674316",42.23462349,42.71674316,4,Female,Adult,2  CDC Light Trap,"Adult, with attraction traps",,,,,,,2020,9,42.7167430000001,42.2346240000001
1571968,USAMRD-G,MAJ Drew Reinbold-Wasson,tc,USAMRD-G,20KUT02-0904.03,Human observation,,GEIS P0031_19_GA_06.01 - VBD,Culex,Culex,pipiens,Culex (Cux.) pipiens,TC,DNA,2020-09-04T05:09:13.887Z,909,42.234624,9/4/2020 12:00:00 AM,9/4/2020 12:00:00 AM,42.716743,9,Georgia,Imereti,Kutaisi City,3rd Infantry Brigade Kutaisi,"42.23462349, 42.71674316",42.23462349,42.71674316,6,Female,Adult,2  CDC Light Trap,"Adult, with attraction traps",,,,,,,2020,9,42.7167430000001,42.2346240000001
1571969,USAMRD-G,MAJ Drew Reinbold-Wasson,tc,USAMRD-G,20KUT02-0904.04,Human observation,,GEIS P0031_19_GA_06.01 - VBD,Culex,Culex,pipiens,Culex (Cux.) pipiens,TC,DNA,2020-09-04T05:09:13.887Z,909,42.234624,9/4/2020 12:00:00 AM,9/4/2020 12:00:00 AM,42.716743,9,Georgia,Imereti,Kutaisi City,3rd Infantry Brigade Kutaisi,"42.23462349, 42.71674316",42.23462349,42.71674316,1,Female,Adult,2  CDC Light Trap,"Adult, with attraction traps",,,,,,,2020,9,42.7167430000001,42.2346240000001
1571970,USAMRD-G,MAJ Drew Reinbold-Wasson,tc,USAMRD-G,20KUT11-0904.01,Human observation,,GEIS P0031_19_GA_06.01 - VBD,Culex,Culex,pipiens,Culex (Cux.) pipiens,TC,DNA,2020-09-04T05:02:08.563Z,902,42.2422503,9/4/2020 12:00:00 AM,9/4/2020 12:00:00 AM,42.7178296,9,Georgia,Imereti,Kutaisi City,3rd Infantry Brigade Kutaisi,"42.2422503, 42.7178296",42.2422503,42.7178296,3,Female,Adult,11  Stealth Trap - JW Hock,"Adult, with attraction traps",,,,,,,2020,9,42.7178296000001,42.2422503000001
1571971,USAMRD-G,MAJ Drew Reinbold-Wasson,tc,USAMRD-G,20KUT01-0904.01,Human observation,,GEIS P0031_19_GA_06.01 - VBD,Aedes,Ochlerotatus,caspius,Aedes (Och.) caspius,TC,DNA,2020-09-04T05:19:18.474Z,919,42.233052,9/4/2020 12:00:00 AM,9/4/2020 12:00:00 AM,42.718796,9,Georgia,Imereti,Kutaisi City,3rd Infantry Brigade Kutaisi,"42.2330521947535, 42.7187956497073",42.23305219,42.71879565,24,Female,Adult,1  Stealth Trap - JW Hock,"Adult, with attraction traps",,,,,,,2020,9,42.7187960000001,42.233052
1571972,USAMRD-G,MAJ Drew Reinbold-Wasson,tc,USAMRD-G,20KUT01-0904.02,Human observation,,GEIS P0031_19_GA_06.01 - VBD,Anopheles,Anopheles,maculipennis,Anopheles (Ano.) maculipennis,TC,DNA,2020-09-04T05:19:18.474Z,919,42.233052,9/4/2020 12:00:00 AM,9/4/2020 12:00:00 AM,42.718796,9,Georgia,Imereti,Kutaisi City,3rd Infantry Brigade Kutaisi,"42.2330521947535, 42.7187956497073",42.23305219,42.71879565,1,Female,Adult,1  Stealth Trap - JW Hock,"Adult, with attraction traps",,,,,,,2020,9,42.7187960000001,42.233052
1571973,USAMRD-G,MAJ Drew Reinbold-Wasson,tc,USAMRD-G,20KUT01-0904.03,Human observation,,GEIS P0031_19_GA_06.01 - VBD,Culex,Culex,pipiens,Culex (Cux.) pipiens,TC,DNA,2020-09-04T05:19:18.474Z,919,42.233052,9/4/2020 12:00:00 AM,9/4/2020 12:00:00 AM,42.718796,9,Georgia,Imereti,Kutaisi City,3rd Infantry Brigade Kutaisi,"42.2330521947535, 42.7187956497073",42.23305219,42.71879565,23,Female,Adult,1  Stealth Trap - JW Hock,"Adult, with attraction traps",,,,,,,2020,9,42.7187960000001,42.233052
1571974,USAMRD-G,MAJ Drew Reinbold-Wasson,rw tc,USAMRD-G,20VAZ10-0910.04,Human observation,,GEIS P0031_19_GA_06.01 - VBD,Aedes,Ochlerotatus,caspius,Aedes (Och.) caspius,DRW,DNA,2020-09-10T06:54:25.371Z,1054,41.673673,9/10/2020 12:00:00 AM,9/10/2020 12:00:00 AM,45.060636,9,Georgia,Kvemo Kartli,Gardabani,Vaziani 4th mechanical brigade,"41.67367264, 45.06063572",41.67367264,45.06063572,1,Female,Adult,10  BG Sentinel 2,"Adult, with attraction traps",,,,,,,2020,9,45.060636,41.6736730000001
1571975,USAMRD-G,MAJ Drew Reinbold-Wasson,rw tc,USAMRD-G,20VAZ10-0910.01,Human observation,,GEIS P0031_19_GA_06.01 - VBD,Culex,Culex,pipiens,Culex (Cux.) pipiens,DRW,DNA,2020-09-10T06:54:25.371Z,1054,41.673673,9/10/2020 12:00:00 AM,9/10/2020 12:00:00 AM,45.060636,9,Georgia,Kvemo Kartli,Gardabani,Vaziani 4th mechanical brigade,"41.67367264, 45.06063572",41.67367264,45.06063572,1,Female,Adult,10  BG Sentinel 2,"Adult, with attraction traps",,,,,,,2020,9,45.060636,41.6736730000001
1571976,USAMRD-G,MAJ Drew Reinbold-Wasson,rw tc,USAMRD-G,20VAZ10-0910.02,Human observation,,GEIS P0031_19_GA_06.01 - VBD,Culex,Culex,pipiens,Culex (Cux.) pipiens,DRW,DNA,2020-09-10T06:54:25.371Z,1054,41.673673,9/10/2020 12:00:00 AM,9/10/2020 12:00:00 AM,45.060636,9,Georgia,Kvemo Kartli,Gardabani,Vaziani 4th mechanical brigade,"41.67367264, 45.06063572",41.67367264,45.06063572,22,Female,Adult,10  BG Sentinel 2,"Adult, with attraction traps",,,,,,,2020,9,45.060636,41.6736730000001
1571977,USAMRD-G,MAJ Drew Reinbold-Wasson,rw tc,USAMRD-G,20VAZ10-0910.03,Human observation,,GEIS P0031_19_GA_06.01 - VBD,Culex,Culex,pipiens,Culex (Cux.) pipiens,DRW,DNA,2020-09-10T06:54:25.371Z,1054,41.673673,9/10/2020 12:00:00 AM,9/10/2020 12:00:00 AM,45.060636,9,Georgia,Kvemo Kartli,Gardabani,Vaziani 4th mechanical brigade,"41.67367264, 45.06063572",41.67367264,45.06063572,24,Female,Adult,10  BG Sentinel 2,"Adult, with attraction traps",,,,,,,2020,9,45.060636,41.6736730000001
1571978,USAMRD-G,MAJ Drew Reinbold-Wasson,rw tc,USAMRD-G,20VAZ05-0910.01,Human observation,,GEIS P0031_19_GA_06.01 - VBD,Anopheles,Anopheles,hyrcanus,Anopheles (Ano.) hyrcanus,TC,DNA,2020-09-10T07:07:36.826Z,1107,41.677414,9/10/2020 12:00:00 AM,9/10/2020 12:00:00 AM,45.060121,9,Georgia,Kvemo Kartli,Gardabani,Vaziani 4th mechanical brigade,"41.67741415, 45.06012092",41.67741415,45.06012092,1,Female,Adult,5  BG Sentinel 2,"Adult, with attraction traps",,,,,,,2020,9,45.060121,41.6774140000001
1571979,USAMRD-G,MAJ Drew Reinbold-Wasson,rw tc,USAMRD-G,20VAZ05-0910.02,Human observation,,GEIS P0031_19_GA_06.01 - VBD,Culex,Culex,mimeticus,Culex (Cux.) mimeticus,TC,DNA,2020-09-10T07:07:36.826Z,1107,41.677414,9/10/2020 12:00:00 AM,9/10/2020 12:00:00 AM,45.060121,9,Georgia,Kvemo Kartli,Gardabani,Vaziani 4th mechanical brigade,"41.67741415, 45.06012092",41.67741415,45.06012092,1,Female,Adult,5  BG Sentinel 2,"Adult, with attraction traps",,,,,,,2020,9,45.060121,41.6774140000001
1571980,USAMRD-G,MAJ Drew Reinbold-Wasson,rw tc,USAMRD-G,20VAZ05-0910.03,Human observation,,GEIS P0031_19_GA_06.01 - VBD,Culex,Culex,pipiens,Culex (Cux.) pipiens,TC,DNA,2020-09-10T07:07:36.826Z,1107,41.677414,9/10/2020 12:00:00 AM,9/10/2020 12:00:00 AM,45.060121,9,Georgia,Kvemo Kartli,Gardabani,Vaziani 4th mechanical brigade,"41.67741415, 45.06012092",41.67741415,45.06012092,26,Female,Adult,5  BG Sentinel 2,"Adult, with attraction traps",,,,,,,2020,9,45.060121,41.6774140000001
1571981,USAMRD-G,MAJ Drew Reinbold-Wasson,rw tc,USAMRD-G,20VAZ05-0910.04,Human observation,,GEIS P0031_19_GA_06.01 - VBD,Culex,Culex,tritaeniorhynchus,Culex (Cux.) tritaeniorynchus,TC,DNA,2020-09-10T07:07:36.826Z,1107,41.677414,9/10/2020 12:00:00 AM,9/10/2020 12:00:00 AM,45.060121,9,Georgia,Kvemo Kartli,Gardabani,Vaziani 4th mechanical brigade,"41.67741415, 45.06012092",41.67741415,45.06012092,2,Female,Adult,5  BG Sentinel 2,"Adult, with attraction traps",,,,,,,2020,9,45.060121,41.6774140000001
1571982,USAMRD-G,MAJ Drew Reinbold-Wasson,rw tc,USAMRD-G,20VAZ13-0910.01,Human observation,,GEIS P0031_19_GA_06.01 - VBD,Culex,Culex,pipiens,Culex (Cux.) pipiens,TC,DNA,2020-09-10T06:51:25.371Z,1050,41.679596,9/10/2020 12:00:00 AM,9/10/2020 12:00:00 AM,45.055663,9,Georgia,Kvemo Kartli,Gardabani,Vaziani 4th mechanical brigade,"41.67959581, 45.05566279",41.67959581,45.05566279,2,Female,Adult,13  Gravid Trap - CDC,"Adult, with attraction traps",,,,,,,2020,9,45.055663,41.6795960000001
1571983,USAMRD-G,MAJ Drew Reinbold-Wasson,rw tc,USAMRD-G,20VAZ13-0910.02,Human observation,,GEIS P0031_19_GA_06.01 - VBD,Culex,Culex,pipiens,Culex (Cux.) pipiens,TC,DNA,2020-09-10T06:51:25.371Z,1050,41.679596,9/10/2020 12:00:00 AM,9/10/2020 12:00:00 AM,45.055663,9,Georgia,Kvemo Kartli,Gardabani,Vaziani 4th mechanical brigade,"41.67959581, 45.05566279",41.67959581,45.05566279,1,Male,Adult,13  Gravid Trap - CDC,"Adult, with attraction traps",,,,,,,2020,9,45.055663,41.6795960000001
1571984,USAMRD-G,MAJ Drew Reinbold-Wasson,rw tc,USAMRD-G,20VAZ06-0910.01,Human observation,,GEIS P0031_19_GA_06.01 - VBD,Culex,Culex,pipiens,Culex (Cux.) pipiens,DRW,DNA,2020-09-10T06:58:32.730Z,1058,41.679415,9/10/2020 12:00:00 AM,9/10/2020 12:00:00 AM,45.057311,9,Georgia,Kvemo Kartli,Gardabani,Vaziani 4th mechanical brigade,"41.67941529, 45.05731148",41.67941529,45.05731148,4,Female,Adult,6  Stealth Trap - JW Hock,"Adult, with attraction traps",,,,,,,2020,9,45.057311,41.6794150000001
1571985,USAMRD-G,MAJ Drew Reinbold-Wasson,rw tc,USAMRD-G,20VAZ01-0910.01,Human observation,,GEIS P0031_19_GA_06.01 - VBD,Culex,Culex,pipiens,Culex (Cux.) pipiens,TC,DNA,2020-09-10T07:43:58.954Z,1143,41.670844,9/10/2020 12:00:00 AM,9/10/2020 12:00:00 AM,45.061562,9,Georgia,Kvemo Kartli,Gardabani,Vaziani 4th mechanical brigade,"41.67084418, 45.06156179",41.67084418,45.06156179,2,Female,Adult,1  Stealth Trap - JW Hock,"Adult, with attraction traps",,,,,,,2020,9,45.061562,41.670844
1571986,USAMRD-G,MAJ Drew Reinbold-Wasson,rw tc,USAMRD-G,20VAZ10-0917.01,Human observation,,GEIS P0031_19_GA_06.01 - VBD,Aedes,Ochlerotatus,caspius,Aedes (Och.) caspius,TC,DNA,2020-09-17T06:33:46.520Z,1033,41.677353,9/17/2020 12:00:00 AM,9/17/2020 12:00:00 AM,45.060045,9,Georgia,Kvemo Kartli,Gardabani,Vaziani 4th mechanical brigade,"41.6773532, 45.06004467",41.6773532,45.06004467,2,Female,Adult,10  BG Sentinel 2,"Adult, with attraction traps",,,,,,,2020,9,45.0600450000001,41.677353
1571987,USAMRD-G,MAJ Drew Reinbold-Wasson,rw tc,USAMRD-G,20VAZ10-0917.05,Human observation,,GEIS P0031_19_GA_06.01 - VBD,Culiseta,Allotheobaldia,longiareolata,Culiseta (All.) longiareolata,TC,DNA,2020-09-17T06:33:46.520Z,1033,41.677353,9/17/2020 12:00:00 AM,9/17/2020 12:00:00 AM,45.060045,9,Georgia,Kvemo Kartli,Gardabani,Vaziani 4th mechanical brigade,"41.6773532, 45.06004467",41.6773532,45.06004467,1,Female,Adult,10  BG Sentinel 2,"Adult, with attraction traps",,,,,,,2020,9,45.0600450000001,41.677353
1571988,USAMRD-G,MAJ Drew Reinbold-Wasson,rw tc,USAMRD-G,20VAZ10-0917.02,Human observation,,GEIS P0031_19_GA_06.01 - VBD,Culex,Culex,pipiens,Culex (Cux.) pipiens,TC,DNA,2020-09-17T06:33:46.520Z,1033,41.677353,9/17/2020 12:00:00 AM,9/17/2020 12:00:00 AM,45.060045,9,Georgia,Kvemo Kartli,Gardabani,Vaziani 4th mechanical brigade,"41.6773532, 45.06004467",41.6773532,45.06004467,30,Female,Adult,10  BG Sentinel 2,"Adult, with attraction traps",,,,,,,2020,9,45.0600450000001,41.677353
1571989,USAMRD-G,MAJ Drew Reinbold-Wasson,rw tc,USAMRD-G,20VAZ10-0917.03,Human observation,,GEIS P0031_19_GA_06.01 - VBD,Culex,Culex,pipiens,Culex (Cux.) pipiens,TC,DNA,2020-09-17T06:33:46.520Z,1033,41.677353,9/17/2020 12:00:00 AM,9/17/2020 12:00:00 AM,45.060045,9,Georgia,Kvemo Kartli,Gardabani,Vaziani 4th mechanical brigade,"41.6773532, 45.06004467",41.6773532,45.06004467,22,Female,Adult,10  BG Sentinel 2,"Adult, with attraction traps",,,,,,,2020,9,45.0600450000001,41.677353
1571990,USAMRD-G,MAJ Drew Reinbold-Wasson,rw tc,USAMRD-G,20VAZ10-0917.04,Human observation,,GEIS P0031_19_GA_06.01 - VBD,Culex,Culex,tritaeniorhynchus,Culex (Cux.) tritaeniorynchus,TC,DNA,2020-09-17T06:33:46.520Z,1033,41.677353,9/17/2020 12:00:00 AM,9/17/2020 12:00:00 AM,45.060045,9,Georgia,Kvemo Kartli,Gardabani,Vaziani 4th mechanical brigade,"41.6773532, 45.06004467",41.6773532,45.06004467,1,Female,Adult,10  BG Sentinel 2,"Adult, with attraction traps",,,,,,,2020,9,45.0600450000001,41.677353
1571991,USAMRD-G,MAJ Drew Reinbold-Wasson,rw tc,USAMRD-G,20VAZ05-0917.01,Human observation,,GEIS P0031_19_GA_06.01 - VBD,Aedes,Stegomyia,albopictus,Aedes (Stg.) albopictus,TC,DNA,2020-09-17T06:38:56.808Z,1038,41.676254,9/17/2020 12:00:00 AM,9/17/2020 12:00:00 AM,45.060931,9,Georgia,Kvemo Kartli,Gardabani,Vaziani 4th mechanical brigade,"41.6762541, 45.06093053",41.6762541,45.06093053,4,Female,Adult,5  BG Sentinel 2,"Adult, with attraction traps",,,,,,,2020,9,45.060931,41.676254
1571992,USAMRD-G,MAJ Drew Reinbold-Wasson,rw tc,USAMRD-G,20VAZ05-0917.07,Human observation,,GEIS P0031_19_GA_06.01 - VBD,Aedes,Stegomyia,albopictus,Aedes (Stg.) albopictus,TC,DNA,2020-09-17T06:38:56.808Z,1038,41.676254,9/17/2020 12:00:00 AM,9/17/2020 12:00:00 AM,45.060931,9,Georgia,Kvemo Kartli,Gardabani,Vaziani 4th mechanical brigade,"41.6762541, 45.06093053",41.6762541,45.06093053,1,Male,Adult,5  BG Sentinel 2,"Adult, with attraction traps",,,,,,,2020,9,45.060931,41.676254
1571993,USAMRD-G,MAJ Drew Reinbold-Wasson,rw tc,USAMRD-G,20VAZ05-0917.02,Human observation,,GEIS P0031_19_GA_06.01 - VBD,Culex,Culex,pipiens,Culex (Cux.) pipiens,TC,DNA,2020-09-17T06:38:56.808Z,1038,41.676254,9/17/2020 12:00:00 AM,9/17/2020 12:00:00 AM,45.060931,9,Georgia,Kvemo Kartli,Gardabani,Vaziani 4th mechanical brigade,"41.6762541, 45.06093053",41.6762541,45.06093053,30,Female,Adult,5  BG Sentinel 2,"Adult, with attraction traps",,,,,,,2020,9,45.060931,41.676254
1571994,USAMRD-G,MAJ Drew Reinbold-Wasson,rw tc,USAMRD-G,20VAZ05-0917.03,Human observation,,GEIS P0031_19_GA_06.01 - VBD,Culex,Culex,pipiens,Culex (Cux.) pipiens,TC,DNA,2020-09-17T06:38:56.808Z,1038,41.676254,9/17/2020 12:00:00 AM,9/17/2020 12:00:00 AM,45.060931,9,Georgia,Kvemo Kartli,Gardabani,Vaziani 4th mechanical brigade,"41.6762541, 45.06093053",41.6762541,45.06093053,30,Female,Adult,5  BG Sentinel 2,"Adult, with attraction traps",,,,,,,2020,9,45.060931,41.676254
1571995,USAMRD-G,MAJ Drew Reinbold-Wasson,rw tc,USAMRD-G,20VAZ05-0917.04,Human observation,,GEIS P0031_19_GA_06.01 - VBD,Culex,Culex,pipiens,Culex (Cux.) pipiens,TC,DNA,2020-09-17T06:38:56.808Z,1038,41.676254,9/17/2020 12:00:00 AM,9/17/2020 12:00:00 AM,45.060931,9,Georgia,Kvemo Kartli,Gardabani,Vaziani 4th mechanical brigade,"41.6762541, 45.06093053",41.6762541,45.06093053,30,Female,Adult,5  BG Sentinel 2,"Adult, with attraction traps",,,,,,,2020,9,45.060931,41.676254
1571996,USAMRD-G,MAJ Drew Reinbold-Wasson,rw tc,USAMRD-G,20VAZ05-0917.05,Human observation,,GEIS P0031_19_GA_06.01 - VBD,Culex,Culex,pipiens,Culex (Cux.) pipiens,TC,DNA,2020-09-17T06:38:56.808Z,1038,41.676254,9/17/2020 12:00:00 AM,9/17/2020 12:00:00 AM,45.060931,9,Georgia,Kvemo Kartli,Gardabani,Vaziani 4th mechanical brigade,"41.6762541, 45.06093053",41.6762541,45.06093053,11,Female,Adult,5  BG Sentinel 2,"Adult, with attraction traps",,,,,,,2020,9,45.060931,41.676254
1571997,USAMRD-G,MAJ Drew Reinbold-Wasson,rw tc,USAMRD-G,20VAZ05-0917.08,Human observation,,GEIS P0031_19_GA_06.01 - VBD,Culex,Culex,pipiens,Culex (Cux.) pipiens,TC,DNA,2020-09-17T06:38:56.808Z,1038,41.676254,9/17/2020 12:00:00 AM,9/17/2020 12:00:00 AM,45.060931,9,Georgia,Kvemo Kartli,Gardabani,Vaziani 4th mechanical brigade,"41.6762541, 45.06093053",41.6762541,45.06093053,2,Male,Adult,5  BG Sentinel 2,"Adult, with attraction traps",,,,,,,2020,9,45.060931,41.676254
1571998,USAMRD-G,MAJ Drew Reinbold-Wasson,rw tc,USAMRD-G,20VAZ05-0917.06,Human observation,,GEIS P0031_19_GA_06.01 - VBD,Culex,Culex,tritaeniorhynchus,Culex (Cux.) tritaeniorynchus,TC,DNA,2020-09-17T06:38:56.808Z,1038,41.676254,9/17/2020 12:00:00 AM,9/17/2020 12:00:00 AM,45.060931,9,Georgia,Kvemo Kartli,Gardabani,Vaziani 4th mechanical brigade,"41.6762541, 45.06093053",41.6762541,45.06093053,6,Female,Adult,5  BG Sentinel 2,"Adult, with attraction traps",,,,,,,2020,9,45.060931,41.676254
1571999,USAMRD-G,MAJ Drew Reinbold-Wasson,rw tc,USAMRD-G,20VAZ07-0917.01,Human observation,,GEIS P0031_19_GA_06.01 - VBD,Culex,Culex,pipiens,Culex (Cux.) pipiens,TC,DNA,2020-09-17T06:48:15.763Z,1048,41.671684,9/17/2020 12:00:00 AM,9/17/2020 12:00:00 AM,45.05961,9,Georgia,Kvemo Kartli,Gardabani,Vaziani 4th mechanical brigade,"41.6716836728001, 45.059609748423",41.67168367,45.05960975,2,Female,Adult,7  CDC UpDraft Trap,"Adult, with attraction traps",,,,,,,2020,9,45.0596100000001,41.671684
1572000,USAMRD-G,MAJ Drew Reinbold-Wasson,rw tc,USAMRD-G,20VAZ08-0917.01,Human observation,,GEIS P0031_19_GA_06.01 - VBD,Aedes,Ochlerotatus,caspius,Aedes (Och.) caspius,TC,DNA,2020-09-17T06:55:23.573Z,1055,41.670626,9/17/2020 12:00:00 AM,9/17/2020 12:00:00 AM,45.061349,9,Georgia,Kvemo Kartli,Gardabani,Vaziani 4th mechanical brigade,"41.67062561, 45.06134925",41.67062561,45.06134925,1,Female,Adult,8  CDC UpDraft Trap,"Adult, with attraction traps",,,,,,,2020,9,45.0613490000001,41.670626
1572001,USAMRD-G,MAJ Drew Reinbold-Wasson,rw tc,USAMRD-G,20VAZ08-0917.02,Human observation,,GEIS P0031_19_GA_06.01 - VBD,Culex,Culex,pipiens,Culex (Cux.) pipiens,TC,DNA,2020-09-17T06:55:23.573Z,1055,41.670626,9/17/2020 12:00:00 AM,9/17/2020 12:00:00 AM,45.061349,9,Georgia,Kvemo Kartli,Gardabani,Vaziani 4th mechanical brigade,"41.67062561, 45.06134925",41.67062561,45.06134925,15,Female,Adult,8  CDC UpDraft Trap,"Adult, with attraction traps",,,,,,,2020,9,45.0613490000001,41.670626
1572002,USAMRD-G,MAJ Drew Reinbold-Wasson,rw tc,USAMRD-G,20VAZ09-0917.01,Human observation,,GEIS P0031_19_GA_06.01 - VBD,Aedes,Ochlerotatus,caspius,Aedes (Och.) caspius,TC,DNA,2020-09-17T06:16:27.713Z,1016,41.679619,9/17/2020 12:00:00 AM,9/17/2020 12:00:00 AM,45.055699,9,Georgia,Kvemo Kartli,Gardabani,Vaziani 4th mechanical brigade,"41.67961888, 45.05569909",41.67961888,45.05569909,15,Female,Adult,9  Fay-Prince Trap - CDC,"Adult, with attraction traps",,,,,,,2020,9,45.0556990000001,41.6796190000001
1572003,USAMRD-G,MAJ Drew Reinbold-Wasson,rw tc,USAMRD-G,20VAZ09-0917.02,Human observation,,GEIS P0031_19_GA_06.01 - VBD,Culex,Culex,pipiens,Culex (Cux.) pipiens,TC,DNA,2020-09-17T06:16:27.713Z,1016,41.679619,9/17/2020 12:00:00 AM,9/17/2020 12:00:00 AM,45.055699,9,Georgia,Kvemo Kartli,Gardabani,Vaziani 4th mechanical brigade,"41.67961888, 45.05569909",41.67961888,45.05569909,30,Female,Adult,9  Fay-Prince Trap - CDC,"Adult, with attraction traps",,,,,,,2020,9,45.0556990000001,41.6796190000001
1572004,USAMRD-G,MAJ Drew Reinbold-Wasson,rw tc,USAMRD-G,20VAZ09-0917.03,Human observation,,GEIS P0031_19_GA_06.01 - VBD,Culex,Culex,pipiens,Culex (Cux.) pipiens,TC,DNA,2020-09-17T06:16:27.713Z,1016,41.679619,9/17/2020 12:00:00 AM,9/17/2020 12:00:00 AM,45.055699,9,Georgia,Kvemo Kartli,Gardabani,Vaziani 4th mechanical brigade,"41.67961888, 45.05569909",41.67961888,45.05569909,9,Female,Adult,9  Fay-Prince Trap - CDC,"Adult, with attraction traps",,,,,,,2020,9,45.0556990000001,41.6796190000001
1572005,USAMRD-G,MAJ Drew Reinbold-Wasson,rw tc,USAMRD-G,20VAZ09-0917.04,Human observation,,GEIS P0031_19_GA_06.01 - VBD,Culex,Barraudius,pusillus,Culex (Bar.) pusillus,TC,DNA,2020-09-17T06:16:27.713Z,1016,41.679619,9/17/2020 12:00:00 AM,9/17/2020 12:00:00 AM,45.055699,9,Georgia,Kvemo Kartli,Gardabani,Vaziani 4th mechanical brigade,"41.67961888, 45.05569909",41.67961888,45.05569909,1,Female,Adult,9  Fay-Prince Trap - CDC,"Adult, with attraction traps",,,,,,,2020,9,45.0556990000001,41.6796190000001
1572006,USAMRD-G,MAJ Drew Reinbold-Wasson,rw tc,USAMRD-G,20VAZ09-0917.05,Human observation,,GEIS P0031_19_GA_06.01 - VBD,Culex,Culex,theileri,Culex (Cux.) theileri,TC,DNA,2020-09-17T06:16:27.713Z,1016,41.679619,9/17/2020 12:00:00 AM,9/17/2020 12:00:00 AM,45.055699,9,Georgia,Kvemo Kartli,Gardabani,Vaziani 4th mechanical brigade,"41.67961888, 45.05569909",41.67961888,45.05569909,1,Female,Adult,9  Fay-Prince Trap - CDC,"Adult, with attraction traps",,,,,,,2020,9,45.0556990000001,41.6796190000001
1572007,USAMRD-G,MAJ Drew Reinbold-Wasson,rw tc,USAMRD-G,20VAZ09-0917.06,Human observation,,GEIS P0031_19_GA_06.01 - VBD,Culex,Culex,tritaeniorhynchus,Culex (Cux.) tritaeniorynchus,TC,DNA,2020-09-17T06:16:27.713Z,1016,41.679619,9/17/2020 12:00:00 AM,9/17/2020 12:00:00 AM,45.055699,9,Georgia,Kvemo Kartli,Gardabani,Vaziani 4th mechanical brigade,"41.67961888, 45.05569909",41.67961888,45.05569909,10,Female,Adult,9  Fay-Prince Trap - CDC,"Adult, with attraction traps",,,,,,,2020,9,45.0556990000001,41.6796190000001
1572008,USAMRD-G,MAJ Drew Reinbold-Wasson,"rw, tc, gk",USAMRD-G,20NOR05-0929.01,Human observation,,GEIS P0031_19_GA_06.01 - VBD,Anopheles,Anopheles,hyrcanus,Anopheles (Ano.) hyrcanus,GK,DNA,2020-09-29T06:55:32.950Z,1055,41.750783,9/29/2020 12:00:00 AM,9/29/2020 12:00:00 AM,45.008546,9,Georgia,Kvemo Kartli,Gardabani,Norio Training Area,"41.75078293, 45.00854602",41.75078293,45.00854602,1,Female,Adult,5  BG Sentinel 2,"Adult, with attraction traps",,,,,,,2020,9,45.0085460000001,41.7507830000001
1572009,USAMRD-G,MAJ Drew Reinbold-Wasson,"rw, tc, gk",USAMRD-G,20NOR05-0929.02,Human observation,,GEIS P0031_19_GA_06.01 - VBD,Culex,Culex,pipiens,Culex (Cux.) pipiens,GK,DNA,2020-09-29T06:55:32.950Z,1055,41.750783,9/29/2020 12:00:00 AM,9/29/2020 12:00:00 AM,45.008546,9,Georgia,Kvemo Kartli,Gardabani,Norio Training Area,"41.75078293, 45.00854602",41.75078293,45.00854602,12,Female,Adult,5  BG Sentinel 2,"Adult, with attraction traps",,,,,,,2020,9,45.0085460000001,41.7507830000001
1572010,USAMRD-G,MAJ Drew Reinbold-Wasson,"rw, tc, gk",USAMRD-G,20NOR05-0929.03,Human observation,,GEIS P0031_19_GA_06.01 - VBD,Culiseta,Culiseta,subochrea,Culiseta (Cus.) subochrea,GK,DNA,2020-09-29T06:55:32.950Z,1055,41.750783,9/29/2020 12:00:00 AM,9/29/2020 12:00:00 AM,45.008546,9,Georgia,Kvemo Kartli,Gardabani,Norio Training Area,"41.75078293, 45.00854602",41.75078293,45.00854602,1,Female,Adult,5  BG Sentinel 2,"Adult, with attraction traps",,,,,,,2020,9,45.0085460000001,41.7507830000001
